Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Lazer,Família com crianças,Participar de eventos da cidade,2023-12-22,2023-12-26,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,575.36,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-30,2024-01-04,Curitiba - PR,Pós-graduação,Aposentado,6 a 10 salários mínimos,726.36,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2023-01-10,2023-01-19,São Paulo - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,156.55,Turista econômico
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2023-01-31,2023-02-09,Goiânia - GO,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,136.6,Turista econômico
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2023-07-15,2023-07-24,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,217.29,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-12-26,2024-01-04,Goiânia - GO,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,127.8,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2023-02-08,2023-02-12,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,654.13,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2023-04-20,2023-04-24,Campinas - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,654.83,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2023-01-11,2023-01-15,São Paulo - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,670.63,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-12-29,2023-12-30,Curitiba - PR,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,655.92,Casal de fim de semana
Visitar familiares,Família com crianças,Hoteis,2023-12-08,2023-12-14,Campinas - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,197.7,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-01-25,2023-01-30,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,585.08,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2023-01-05,2023-01-08,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,138.35,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2024-01-01,2024-01-04,Goiânia - GO,Superior Completo,Aposentado,6 a 10 salários mínimos,557.01,Casal de fim de semana
Eventos,Família com crianças,Participar de eventos da cidade,2023-08-18,2023-08-24,Ribeirão Preto - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,430.11,Turista de Evento
Eventos,Casal,"Restaurantes, parques, saídas à noite",2023-12-06,2023-12-10,Ribeirão Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,467.08,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-12-11,2023-12-19,Belo Horizonte - MG,Ensino Médio,Aposentado,Até 3 salários mínimos,203.0,Turista econômico
Visitar familiares,Sozinho,"Restaurantes, parques, saídas à noite",2023-12-18,2023-12-25,Campinas - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,234.38,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-07-19,2023-07-25,Campinas - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,186.9,Turista econômico
Lazer,Sozinho,Parques aquáticos,2023-01-11,2023-01-17,Ribeirão Preto - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,1632.98,Familia de parques aquaticos
Saúde/Bem-estar,Grupo de amigos,Hoteis,2023-02-14,2023-02-18,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,101.99,Turista Corporativo
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2023-10-16,2023-10-22,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,184.88,Turista econômico
Negócios,Sozinho,Hoteis,2023-05-12,2023-05-15,São Paulo - SP,Pós-graduação,Aposentado,Até 3 salários mínimos,152.68,Turista Corporativo
Lazer,Grupo de amigos,Conhecer pontos turísticos principais,2023-07-12,2023-07-16,São José do Rio Preto - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,434.01,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2023-10-10,2023-10-12,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,697.49,Turista fiel premium
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2023-10-22,2023-10-28,Belo Horizonte - MG,Pós-graduação,Aposentado,6 a 10 salários mínimos,681.56,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2023-02-17,2023-02-20,Belo Horizonte - MG,Ensino Médio,Servidor Público,Até 3 salários mínimos,210.0,Turista Corporativo
Eventos,Família com crianças,Participar de eventos da cidade,2023-08-18,2023-08-23,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,298.25,Turista de Evento
Lazer,Casal,Parques aquáticos,2023-01-18,2023-01-22,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,306.79,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-10-16,2023-10-21,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,528.82,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-01-05,2023-01-09,Campinas - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,648.38,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2023-12-11,2023-12-17,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,759.15,Familia de parques aquaticos
Eventos,Família com crianças,"Restaurantes, parques, saídas à noite",2023-07-12,2023-07-18,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,678.04,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2023-01-03,2023-01-07,São José do Rio Preto - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,624.98,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-28,2024-01-02,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,245.48,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2023-12-23,2023-12-25,Campinas - SP,Superior Incompleto,Assalariado,Mais de 10 salários mínimos,804.58,Turista fiel premium
Lazer,Casal,Parques aquáticos,2023-07-26,2023-07-31,Campinas - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,641.99,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-07,2023-01-12,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,584.63,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-04,2023-01-09,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,661.53,Familia de parques aquaticos
Eventos,Família com crianças,Participar de eventos da cidade,2023-08-19,2023-08-25,Goiânia - GO,Superior Incompleto,Assalariado,3 a 6 salários mínimos,298.18,Turista de Evento
Visitar familiares,Casal,Hoteis,2024-01-01,2024-01-04,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,892.29,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2023-01-03,2023-01-08,São Paulo - SP,Ensino Médio,Assalariado,3 a 6 salários mínimos,308.92,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2023-11-06,2023-11-09,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,225.52,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2023-01-22,2023-01-29,Goiânia - GO,Ensino Médio,CLT,6 a 10 salários mínimos,578.69,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2023-12-14,2023-12-18,Campinas - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,453.08,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-07-01,2023-07-06,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,796.17,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-30,2023-02-08,São José do Rio Preto - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,113.49,Turista econômico
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2023-10-18,2023-10-19,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,469.04,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-04,2023-01-12,Campinas - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,199.87,Turista econômico
Eventos,Família com crianças,Hoteis,2023-01-18,2023-01-19,Curitiba - PR,Pós-graduação,Estudante,Até 3 salários mínimos,165.29,Turista Corporativo
Eventos,Grupo de amigos,Participar de eventos da cidade,2023-08-21,2023-08-28,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,3 a 6 salários mínimos,252.49,Turista de Evento
Lazer,Grupo de amigos,Parques aquáticos,2023-12-15,2023-12-22,São José do Rio Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,400.0,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-12-31,2024-01-01,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1988.41,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-25,2023-02-02,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,614.26,Turista econômico
Saúde/Bem-estar,Sozinho,Hoteis,2023-02-02,2023-02-03,Goiânia - GO,Ensino Médio,Aposentado,Até 3 salários mínimos,164.7,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-11-15,2023-11-17,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,730.29,Casal de fim de semana
Eventos,Casal,Hoteis,2023-10-10,2023-10-15,Campinas - SP,Superior Completo,Estudante,6 a 10 salários mínimos,524.26,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2023-07-31,2023-08-04,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,189.81,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-20,2023-01-29,Ribeirão Preto - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,158.37,Turista econômico
Visitar familiares,Família com crianças,Parques aquáticos,2023-07-18,2023-07-23,Curitiba - PR,Superior Completo,Aposentado,6 a 10 salários mínimos,492.53,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2023-12-28,2023-12-31,São José do Rio Preto - SP,Ensino Médio,Estudante,Até 3 salários mínimos,155.49,Turista Corporativo
Negócios,Casal,Parques aquáticos,2023-06-30,2023-07-02,São Paulo - SP,Superior Completo,CLT,Até 3 salários mínimos,496.71,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-27,2023-02-03,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,162.1,Turista econômico
Eventos,Família com crianças,"Restaurantes, parques, saídas à noite",2023-01-23,2023-01-28,São José do Rio Preto - SP,Superior Completo,Assalariado,Até 3 salários mínimos,499.1,Familia de parques aquaticos
Eventos,Grupo de amigos,Hoteis,2023-12-23,2023-12-27,Belo Horizonte - MG,Superior Completo,Servidor Público,Mais de 10 salários mínimos,943.28,Turista fiel premium
Negócios,Sozinho,Participar de eventos da cidade,2023-04-17,2023-04-20,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,211.88,Turista Corporativo
Visitar familiares,Família com crianças,Hoteis,2023-12-03,2023-12-08,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1520.53,Turista fiel premium
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-09-06,2023-09-09,São Paulo - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,656.28,Casal de fim de semana
Negócios,Sozinho,Conhecer pontos turísticos principais,2023-03-20,2023-03-23,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,137.57,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-07-08,2023-07-14,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,140.89,Turista econômico
Eventos,Casal,"Restaurantes, parques, saídas à noite",2023-08-25,2023-08-29,Goiânia - GO,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1893.52,Casal de fim de semana
Lazer,Sozinho,Parques aquáticos,2023-10-07,2023-10-13,São Paulo - SP,Superior Incompleto,CLT,Até 3 salários mínimos,424.97,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2023-01-04,2023-01-08,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,786.62,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2023-09-11,2023-09-14,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,144.94,Turista Corporativo
Negócios,Sozinho,Hoteis,2023-06-05,2023-06-07,São José do Rio Preto - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,942.99,Turista Corporativo
Lazer,Sozinho,Parques aquáticos,2023-10-16,2023-10-21,Campinas - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,525.22,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-09-18,2023-09-23,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,798.4,Familia de parques aquaticos
Eventos,Família com crianças,Hoteis,2023-12-26,2023-12-30,Goiânia - GO,Ensino Médio,Aposentado,Até 3 salários mínimos,470.21,Turista fiel premium
Visitar familiares,Sozinho,Participar de eventos da cidade,2023-12-31,2024-01-03,São Paulo - SP,Pós-graduação,Estudante,Mais de 10 salários mínimos,1465.47,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2023-07-18,2023-07-25,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,449.88,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2023-07-11,2023-07-18,Curitiba - PR,Pós-graduação,Servidor Público,Até 3 salários mínimos,243.19,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2024-01-01,2024-01-07,Ribeirão Preto - SP,Pós-graduação,CLT,6 a 10 salários mínimos,692.8,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2023-10-11,2023-10-14,Belo Horizonte - MG,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,1536.07,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2023-07-04,2023-07-11,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,564.53,Familia de parques aquaticos
Lazer,Grupo de amigos,Hoteis,2023-11-01,2023-11-04,São Paulo - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,762.19,Casal de fim de semana
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2023-12-18,2023-12-24,Belo Horizonte - MG,Pós-graduação,Servidor Público,6 a 10 salários mínimos,725.76,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-26,2023-02-01,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,345.12,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-02-02,2023-02-09,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,741.08,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-23,2023-12-28,Ribeirão Preto - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,793.37,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2023-12-23,2023-12-28,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1023.99,Turista fiel premium
Lazer,Grupo de amigos,Hoteis,2023-09-30,2023-10-03,São Paulo - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,104.14,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2023-12-22,2023-12-27,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,469.48,Familia de parques aquaticos
Negócios,Família com crianças,Parques aquáticos,2023-02-16,2023-02-21,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,510.85,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-11,2023-12-18,Goiânia - GO,Pós-graduação,Servidor Público,6 a 10 salários mínimos,735.02,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2023-03-04,2023-03-07,Curitiba - PR,Ensino Médio,Estudante,Até 3 salários mínimos,152.17,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2023-01-07,2023-01-11,Belo Horizonte - MG,Ensino Médio,Aposentado,6 a 10 salários mínimos,491.06,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-11,2023-12-18,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,778.29,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2023-12-30,2024-01-03,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,463.49,Familia de parques aquaticos
Negócios,Família com crianças,Parques aquáticos,2023-07-12,2023-07-19,Ribeirão Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,223.66,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2023-12-31,2024-01-02,Belo Horizonte - MG,Pós-graduação,CLT,Mais de 10 salários mínimos,1274.56,Turista fiel premium
Negócios,Sozinho,Hoteis,2023-12-14,2023-12-18,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,3 a 6 salários mínimos,211.01,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-09-06,2023-09-08,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,709.37,Casal de fim de semana
Negócios,Família com crianças,Conhecer pontos turísticos principais,2023-02-16,2023-02-25,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,117.32,Turista econômico
Visitar familiares,Casal,Hoteis,2023-10-31,2023-11-02,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,1834.88,Turista fiel premium
Lazer,Família com crianças,Hoteis,2023-02-26,2023-03-04,Curitiba - PR,Superior Completo,Aposentado,6 a 10 salários mínimos,740.13,Familia de parques aquaticos
Lazer,Grupo de amigos,Hoteis,2023-04-19,2023-04-21,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1903.14,Casal de fim de semana
Visitar familiares,Família com crianças,Hoteis,2023-12-26,2023-12-28,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,1434.83,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2023-01-17,2023-01-22,São José do Rio Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,262.93,Familia de parques aquaticos
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2023-12-05,2023-12-14,Campinas - SP,Ensino Médio,Empresário/Profissional Liberal,3 a 6 salários mínimos,128.86,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-07-23,2023-07-27,Goiânia - GO,Ensino Médio,Assalariado,6 a 10 salários mínimos,562.21,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-12-24,2023-12-26,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,472.91,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-06-05,2023-06-10,Ribeirão Preto - SP,Ensino Médio,Estudante,Até 3 salários mínimos,153.36,Familia de parques aquaticos
Negócios,Família com crianças,Hoteis,2023-07-08,2023-07-14,São Paulo - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,310.56,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-10-13,2023-10-20,Ribeirão Preto - SP,Ensino Médio,Assalariado,3 a 6 salários mínimos,765.36,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-12,2023-12-18,Belo Horizonte - MG,Ensino Médio,Servidor Público,6 a 10 salários mínimos,630.47,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-07-17,2023-07-24,Belo Horizonte - MG,Pós-graduação,Servidor Público,6 a 10 salários mínimos,240.65,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-09-27,2023-10-06,São José do Rio Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,231.37,Turista econômico
Lazer,Casal,Conhecer pontos turísticos principais,2023-05-02,2023-05-03,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,718.12,Casal de fim de semana
Visitar familiares,Família com crianças,Parques aquáticos,2023-10-12,2023-10-17,Curitiba - PR,Superior Completo,Servidor Público,Mais de 10 salários mínimos,782.23,Familia de parques aquaticos
Eventos,Sozinho,Participar de eventos da cidade,2023-08-19,2023-08-26,Campinas - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,324.62,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2023-01-30,2023-02-06,Goiânia - GO,Ensino Médio,CLT,Até 3 salários mínimos,738.66,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2023-01-03,2023-01-09,São Paulo - SP,Superior Incompleto,Assalariado,Mais de 10 salários mínimos,369.74,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2023-03-06,2023-03-10,Campinas - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1563.63,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2023-01-19,2023-01-25,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,750.27,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2023-07-11,2023-07-18,Belo Horizonte - MG,Pós-graduação,Aposentado,Até 3 salários mínimos,231.22,Turista econômico
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2023-07-27,2023-08-02,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,246.33,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-07-20,2023-07-24,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,565.86,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-02,2023-12-09,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,622.44,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-12,2023-01-18,São Paulo - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,844.27,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-11,2023-01-18,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,622.34,Familia de parques aquaticos
Eventos,Sozinho,Participar de eventos da cidade,2023-08-18,2023-08-24,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,302.46,Turista de Evento
Negócios,Sozinho,Hoteis,2023-08-21,2023-08-24,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,101.55,Turista Corporativo
Negócios,Sozinho,Hoteis,2023-03-20,2023-03-23,Goiânia - GO,Ensino Médio,CLT,Até 3 salários mínimos,131.0,Turista Corporativo
Eventos,Casal,Parques aquáticos,2023-04-30,2023-05-02,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,467.22,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-12-17,2023-12-24,Campinas - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,1310.71,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2023-12-30,2024-01-01,São Paulo - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,190.67,Turista fiel premium
Negócios,Sozinho,Hoteis,2023-04-24,2023-04-27,Goiânia - GO,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,183.83,Turista Corporativo
Visitar familiares,Família com crianças,Parques aquáticos,2023-01-17,2023-01-24,Belo Horizonte - MG,Ensino Médio,Estudante,Até 3 salários mínimos,154.51,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-04-02,2023-04-07,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,636.45,Familia de parques aquaticos
Eventos,Sozinho,Hoteis,2023-04-21,2023-04-25,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,141.35,Turista Corporativo
Visitar familiares,Família com crianças,Parques aquáticos,2023-06-02,2023-06-07,Curitiba - PR,Pós-graduação,CLT,Mais de 10 salários mínimos,1594.51,Turista fiel premium
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2023-04-22,2023-04-24,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,646.33,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-02-16,2023-02-20,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,626.41,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2023-01-11,2023-01-18,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,579.74,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-11-16,2023-11-17,São Paulo - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,716.17,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-01-30,2023-02-04,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,454.78,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2023-12-20,2023-12-27,Belo Horizonte - MG,Superior Incompleto,CLT,3 a 6 salários mínimos,531.61,Familia de parques aquaticos
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2023-07-24,2023-08-01,Goiânia - GO,Pós-graduação,CLT,Até 3 salários mínimos,214.5,Turista econômico
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2023-06-03,2023-06-07,São Paulo - SP,Pós-graduação,Aposentado,Mais de 10 salários mínimos,1319.79,Turista fiel premium
Visitar familiares,Casal,Conhecer pontos turísticos principais,2023-01-05,2023-01-14,Belo Horizonte - MG,Ensino Médio,Aposentado,3 a 6 salários mínimos,179.71,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-10-02,2023-10-09,Curitiba - PR,Pós-graduação,Estudante,6 a 10 salários mínimos,718.21,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2023-01-17,2023-01-21,São José do Rio Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,723.31,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-10-14,2023-10-21,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,794.88,Turista econômico
Lazer,Família com crianças,Participar de eventos da cidade,2023-07-22,2023-07-27,São José do Rio Preto - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,735.13,Familia de parques aquaticos
