Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Lazer,Família com crianças,Parques aquáticos,2025-12-12,2025-12-18,Ribeirão Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,682.76,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-11-21,2025-11-28,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,686.3,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-04-20,2025-04-27,Ribeirão Preto - SP,Ensino Médio,Estudante,Até 3 salários mínimos,114.75,Turista econômico
Eventos,Sozinho,Conhecer pontos turísticos principais,2025-01-25,2025-02-03,São José do Rio Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,194.87,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-05-13,2025-05-17,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,714.48,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-04,2025-12-09,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,497.28,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-12-10,2025-12-17,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,484.89,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-19,2025-07-26,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,137.82,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-09-28,2025-10-03,Goiânia - GO,Superior Completo,Servidor Público,6 a 10 salários mínimos,529.46,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-05-01,2025-05-03,Campinas - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,137.87,Turista Corporativo
Eventos,Casal,Participar de eventos da cidade,2025-08-19,2025-08-24,Belo Horizonte - MG,Superior Incompleto,Assalariado,3 a 6 salários mínimos,308.23,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2025-12-04,2025-12-10,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,643.48,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-03,2025-07-10,São Paulo - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,728.65,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2025-12-26,2025-12-31,Campinas - SP,Pós-graduação,CLT,6 a 10 salários mínimos,754.74,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-13,2025-07-17,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,591.64,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-10-25,2025-10-28,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,172.61,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-02-15,2025-02-20,Goiânia - GO,Superior Completo,Servidor Público,6 a 10 salários mínimos,705.42,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-01-07,2025-01-14,Campinas - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,677.75,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-07-04,2025-07-10,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1062.17,Familia de parques aquaticos
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2025-11-01,2025-11-04,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,476.39,Casal de fim de semana
Lazer,Grupo de amigos,Parques aquáticos,2025-01-05,2025-01-09,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,469.45,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-11-13,2025-11-21,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,202.22,Turista econômico
Saúde/Bem-estar,Sozinho,Participar de eventos da cidade,2025-08-20,2025-08-27,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,262.74,Turista de Evento
Visitar familiares,Família com crianças,Hoteis,2025-12-05,2025-12-13,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,234.12,Turista econômico
Lazer,Sozinho,Parques aquáticos,2025-01-16,2025-01-23,Campinas - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,732.93,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-25,2025-12-30,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1365.09,Turista fiel premium
Negócios,Sozinho,Hoteis,2025-02-18,2025-02-20,Ribeirão Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,150.17,Turista Corporativo
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-06-04,2025-06-09,São José do Rio Preto - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,572.09,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-25,2025-12-27,Belo Horizonte - MG,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,1686.93,Turista fiel premium
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2025-07-11,2025-07-15,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,651.43,Casal de fim de semana
Visitar familiares,Família com crianças,Parques aquáticos,2025-07-11,2025-07-19,Ribeirão Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,465.5,Turista econômico
Negócios,Sozinho,Hoteis,2025-07-07,2025-07-10,São Paulo - SP,Superior Completo,Estudante,Até 3 salários mínimos,241.72,Turista Corporativo
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-12-30,2026-01-05,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,159.49,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-11,2025-01-15,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,618.92,Familia de parques aquaticos
Visitar familiares,Casal,"Restaurantes, parques, saídas à noite",2025-12-24,2025-12-27,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1088.35,Turista fiel premium
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-06-23,2025-06-26,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,588.66,Casal de fim de semana
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2025-12-15,2025-12-22,São José do Rio Preto - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,109.29,Turista econômico
Saúde/Bem-estar,Grupo de amigos,Hoteis,2025-12-07,2025-12-16,Curitiba - PR,Ensino Médio,Estudante,Até 3 salários mínimos,195.16,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-04-26,2025-04-30,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,577.37,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-10-11,2025-10-18,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,540.27,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-04-08,2025-04-12,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,492.12,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-13,2025-01-18,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,777.0,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-01-31,2025-02-05,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,755.18,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-11,2025-07-19,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,242.42,Turista econômico
Eventos,Casal,Hoteis,2025-06-03,2025-06-07,Campinas - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1368.44,Turista fiel premium
Visitar familiares,Casal,Hoteis,2025-12-30,2026-01-02,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1873.14,Turista fiel premium
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2025-05-23,2025-06-01,Goiânia - GO,Ensino Médio,Assalariado,Até 3 salários mínimos,244.59,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-23,2025-12-29,Ribeirão Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,544.54,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-10-11,2025-10-14,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1412.16,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-12-04,2025-12-10,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,785.23,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2025-12-20,2025-12-26,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,612.49,Familia de parques aquaticos
Negócios,Casal,Parques aquáticos,2025-12-04,2025-12-11,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,574.87,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-01-01,2025-01-08,São Paulo - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,107.11,Turista econômico
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-01-06,2025-01-14,Curitiba - PR,Superior Completo,Aposentado,3 a 6 salários mínimos,274.55,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-03,2025-12-09,Goiânia - GO,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1963.11,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-15,2025-07-19,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,673.16,Familia de parques aquaticos
Eventos,Sozinho,Participar de eventos da cidade,2025-08-21,2025-08-26,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,432.36,Turista de Evento
Lazer,Família com crianças,Participar de eventos da cidade,2025-11-14,2025-11-20,Goiânia - GO,Superior Completo,CLT,6 a 10 salários mínimos,494.64,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-08-13,2025-08-19,Curitiba - PR,Superior Completo,Aposentado,3 a 6 salários mínimos,660.87,Turista econômico
Visitar familiares,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-12-24,2025-12-27,Ribeirão Preto - SP,Superior Completo,Assalariado,Mais de 10 salários mínimos,1204.31,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-07-31,2025-08-06,Belo Horizonte - MG,Superior Completo,Assalariado,6 a 10 salários mínimos,721.26,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-25,2025-12-29,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,123.68,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-12,2025-12-20,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,174.99,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-02,2025-01-09,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,166.47,Turista econômico
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-07-11,2025-07-17,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,476.9,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-03-05,2025-03-13,São Paulo - SP,Ensino Médio,Assalariado,3 a 6 salários mínimos,105.67,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-23,2025-01-29,Campinas - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,729.27,Familia de parques aquaticos
Saúde/Bem-estar,Casal,Participar de eventos da cidade,2025-08-21,2025-08-25,Ribeirão Preto - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,263.63,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2025-12-31,2026-01-07,Campinas - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,620.06,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-06,2025-12-15,Belo Horizonte - MG,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,901.32,Turista econômico
Lazer,Casal,Parques aquáticos,2025-12-04,2025-12-10,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,370.58,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-12,2025-12-19,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,154.4,Turista econômico
Visitar familiares,Grupo de amigos,Hoteis,2025-06-02,2025-06-06,São Paulo - SP,Pós-graduação,Estudante,Mais de 10 salários mínimos,1747.93,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-11,2025-01-17,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1286.58,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-06,2025-01-10,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,728.61,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-01-28,2025-02-01,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,566.29,Familia de parques aquaticos
Lazer,Casal,Conhecer pontos turísticos principais,2025-07-22,2025-07-28,São Paulo - SP,Pós-graduação,Estudante,Até 3 salários mínimos,218.2,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-29,2025-08-03,Belo Horizonte - MG,Superior Completo,Estudante,6 a 10 salários mínimos,780.29,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2026-01-01,2026-01-04,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1930.97,Turista fiel premium
Eventos,Família com crianças,Participar de eventos da cidade,2025-01-13,2025-01-21,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,669.18,Turista econômico
Lazer,Família com crianças,Hoteis,2025-12-02,2025-12-08,Belo Horizonte - MG,Superior Incompleto,Aposentado,6 a 10 salários mínimos,652.05,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-01,2025-12-08,Curitiba - PR,Pós-graduação,Estudante,Até 3 salários mínimos,240.45,Turista econômico
Lazer,Casal,Conhecer pontos turísticos principais,2025-10-24,2025-10-28,Campinas - SP,Superior Completo,Aposentado,Mais de 10 salários mínimos,731.28,Casal de fim de semana
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-04-19,2025-04-20,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,525.91,Casal de fim de semana
Negócios,Sozinho,Hoteis,2025-12-08,2025-12-12,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,239.65,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-01-18,2025-01-25,Curitiba - PR,Ensino Médio,Aposentado,6 a 10 salários mínimos,633.7,Familia de parques aquaticos
Visitar familiares,Família com crianças,Participar de eventos da cidade,2025-01-28,2025-02-04,São Paulo - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,105.16,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-10-31,2025-11-03,Ribeirão Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,798.42,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-10-14,2025-10-23,Curitiba - PR,Ensino Médio,Servidor Público,Até 3 salários mínimos,160.29,Turista econômico
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-01-18,2025-01-24,Curitiba - PR,Ensino Médio,Assalariado,6 a 10 salários mínimos,178.73,Turista econômico
Eventos,Família com crianças,Parques aquáticos,2025-07-21,2025-07-26,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,633.2,Familia de parques aquaticos
Negócios,Família com crianças,"Restaurantes, parques, saídas à noite",2025-07-19,2025-07-26,São José do Rio Preto - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,210.58,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-19,2025-01-23,Belo Horizonte - MG,Superior Completo,Aposentado,6 a 10 salários mínimos,517.72,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2025-02-15,2025-02-21,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,814.78,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-05-10,2025-05-16,Curitiba - PR,Pós-graduação,Aposentado,6 a 10 salários mínimos,782.95,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-12-22,2025-12-31,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,126.25,Turista econômico
Visitar familiares,Casal,Hoteis,2025-06-04,2025-06-07,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1917.55,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-07-21,2025-07-25,Belo Horizonte - MG,Superior Incompleto,Servidor Público,Até 3 salários mínimos,444.16,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-04-05,2025-04-10,São José do Rio Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,744.63,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-05-03,2025-05-07,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,498.73,Familia de parques aquaticos
Negócios,Casal,Hoteis,2025-12-15,2025-12-16,Campinas - SP,Pós-graduação,Assalariado,Até 3 salários mínimos,189.89,Turista Corporativo
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-07-14,2025-07-20,São Paulo - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,741.62,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-01,2025-07-06,São José do Rio Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,656.26,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-18,2025-07-26,Curitiba - PR,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1779.91,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-27,2025-02-02,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,537.48,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-05,2025-09-07,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,722.52,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-29,2025-08-06,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,247.34,Turista econômico
Saúde/Bem-estar,Família com crianças,Hoteis,2025-10-12,2025-10-15,Curitiba - PR,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1420.87,Turista fiel premium
Eventos,Família com crianças,Conhecer pontos turísticos principais,2025-01-11,2025-01-17,São Paulo - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,440.14,Turista econômico
Visitar familiares,Sozinho,Parques aquáticos,2025-01-30,2025-02-06,Ribeirão Preto - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,748.97,Familia de parques aquaticos
Negócios,Sozinho,Participar de eventos da cidade,2025-04-14,2025-04-18,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,175.18,Turista Corporativo
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-01-16,2025-01-25,Ribeirão Preto - SP,Ensino Médio,Estudante,Mais de 10 salários mínimos,220.0,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-15,2025-07-21,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,472.74,Familia de parques aquaticos
Negócios,Família com crianças,Conhecer pontos turísticos principais,2025-11-24,2025-11-26,Ribeirão Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,213.7,Turista Corporativo
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2025-01-16,2025-01-23,Belo Horizonte - MG,Superior Incompleto,CLT,6 a 10 salários mínimos,202.96,Turista econômico
Negócios,Sozinho,Hoteis,2025-07-17,2025-07-18,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,121.34,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-12,2025-01-19,São Paulo - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,554.44,Turista econômico
Lazer,Sozinho,Hoteis,2025-07-14,2025-07-18,Ribeirão Preto - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,145.29,Turista Corporativo
Visitar familiares,Sozinho,Parques aquáticos,2025-06-05,2025-06-09,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1771.29,Turista fiel premium
Lazer,Grupo de amigos,Participar de eventos da cidade,2025-01-15,2025-01-19,São José do Rio Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,750.2,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-28,2026-01-06,Curitiba - PR,Ensino Médio,Servidor Público,Até 3 salários mínimos,165.34,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-04-26,2025-05-02,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,542.02,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-09-08,2025-09-11,São Paulo - SP,Pós-graduação,Estudante,Até 3 salários mínimos,193.61,Turista Corporativo
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2025-05-01,2025-05-03,São Paulo - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,785.42,Casal de fim de semana
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-07-04,2025-07-11,Goiânia - GO,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,110.26,Turista econômico
Lazer,Casal,Parques aquáticos,2025-07-29,2025-08-05,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,459.11,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-04-20,2025-04-23,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,658.29,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-07-02,2025-07-09,São Paulo - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,582.61,Familia de parques aquaticos
Eventos,Família com crianças,Conhecer pontos turísticos principais,2025-08-21,2025-08-28,São José do Rio Preto - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,422.55,Turista de Evento
Negócios,Família com crianças,Parques aquáticos,2025-07-21,2025-07-25,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,696.82,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-04-04,2025-04-10,Goiânia - GO,Superior Completo,Servidor Público,6 a 10 salários mínimos,533.53,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-24,2025-08-02,Belo Horizonte - MG,Pós-graduação,Estudante,Até 3 salários mínimos,341.79,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-02,2025-12-08,São José do Rio Preto - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,220.71,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-29,2025-08-05,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,685.56,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-06,2025-09-08,Goiânia - GO,Superior Completo,CLT,Até 3 salários mínimos,708.48,Casal de fim de semana
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-12-20,2025-12-26,Belo Horizonte - MG,Pós-graduação,CLT,Mais de 10 salários mínimos,1271.87,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-27,2025-08-02,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,460.34,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-05-01,2025-05-02,Goiânia - GO,Superior Completo,Servidor Público,6 a 10 salários mínimos,731.37,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-06,2025-07-14,São Paulo - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,328.67,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-01-26,2025-01-30,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,553.65,Familia de parques aquaticos
Eventos,Grupo de amigos,Participar de eventos da cidade,2025-12-28,2026-01-04,Curitiba - PR,Ensino Médio,Estudante,3 a 6 salários mínimos,321.56,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2026-01-01,2026-01-07,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,172.21,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-07-18,2025-07-24,São Paulo - SP,Pós-graduação,Estudante,Até 3 salários mínimos,137.84,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-15,2025-07-22,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,788.27,Familia de parques aquaticos
Eventos,Família com crianças,Participar de eventos da cidade,2025-08-21,2025-08-28,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,3 a 6 salários mínimos,330.79,Turista de Evento
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-07-04,2025-07-11,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,660.95,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-12-26,2025-12-30,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,665.57,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-07,2025-07-14,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,592.62,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-12-11,2025-12-12,Goiânia - GO,Ensino Médio,Aposentado,Até 3 salários mínimos,125.45,Turista Corporativo
Lazer,Sozinho,Parques aquáticos,2025-07-14,2025-07-20,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,519.14,Familia de parques aquaticos
Saúde/Bem-estar,Grupo de amigos,Hoteis,2025-12-29,2025-12-31,Ribeirão Preto - SP,Pós-graduação,Aposentado,Até 3 salários mínimos,602.2,Turista fiel premium
Lazer,Sozinho,Hoteis,2025-09-05,2025-09-06,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,190.07,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-10-10,2025-10-11,São José do Rio Preto - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,601.48,Turista Corporativo
