Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Lazer,Família com crianças,Parques aquáticos,2021-01-06,2021-01-10,Ribeirão Preto - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,584.38,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-15,2021-01-19,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,484.96,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-09,2021-12-18,Campinas - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,235.86,Turista econômico
Visitar familiares,Casal,Conhecer pontos turísticos principais,2021-12-29,2022-01-06,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,120.61,Turista econômico
Negócios,Sozinho,Hoteis,2021-03-15,2021-03-16,São José do Rio Preto - SP,Superior Completo,Aposentado,Até 3 salários mínimos,115.76,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-01-23,2021-01-29,Goiânia - GO,Superior Completo,Servidor Público,Até 3 salários mínimos,503.66,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-06-02,2021-06-06,São Paulo - SP,Pós-graduação,Estudante,Até 3 salários mínimos,1379.72,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-07-12,2021-07-16,Goiânia - GO,Superior Completo,Assalariado,Até 3 salários mínimos,666.13,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2021-12-12,2021-12-17,Campinas - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,639.52,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2021-01-19,2021-01-24,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,773.39,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-04-29,2021-05-01,Goiânia - GO,Superior Completo,Assalariado,Mais de 10 salários mínimos,728.54,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2021-11-27,2021-12-01,São Paulo - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,439.15,Familia de parques aquaticos
Visitar familiares,Casal,"Restaurantes, parques, saídas à noite",2021-10-11,2021-10-16,Belo Horizonte - MG,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,161.49,Turista fiel premium
Eventos,Casal,Parques aquáticos,2021-08-18,2021-08-23,São Paulo - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,259.98,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2021-12-08,2021-12-15,São José do Rio Preto - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,693.19,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-08-03,2021-08-07,Goiânia - GO,Superior Completo,Assalariado,3 a 6 salários mínimos,602.57,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2021-01-03,2021-01-12,São Paulo - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,381.81,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-31,2021-08-09,São Paulo - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,240.8,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-01-12,2021-01-19,Ribeirão Preto - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1873.15,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2021-02-05,2021-02-10,Curitiba - PR,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1208.22,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-12-10,2021-12-15,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,543.31,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-19,2021-01-23,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,755.95,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-23,2021-07-29,São Paulo - SP,Ensino Médio,Aposentado,Mais de 10 salários mínimos,101.81,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-12-24,2021-12-28,Goiânia - GO,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,1524.09,Turista fiel premium
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-09-05,2021-09-08,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,626.82,Casal de fim de semana
Negócios,Sozinho,Hoteis,2021-06-29,2021-07-03,São Paulo - SP,Superior Incompleto,CLT,Até 3 salários mínimos,162.11,Turista Corporativo
Negócios,Sozinho,Parques aquáticos,2021-01-23,2021-01-27,Curitiba - PR,Superior Completo,CLT,6 a 10 salários mínimos,735.77,Familia de parques aquaticos
Negócios,Família com crianças,Parques aquáticos,2021-07-11,2021-07-15,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,677.43,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-15,2021-07-21,Campinas - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,657.25,Familia de parques aquaticos
Lazer,Sozinho,Hoteis,2021-03-03,2021-03-05,Curitiba - PR,Superior Completo,Assalariado,Até 3 salários mínimos,127.51,Turista Corporativo
Lazer,Casal,Parques aquáticos,2021-07-11,2021-07-16,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,565.32,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-12-26,2021-12-31,Belo Horizonte - MG,Superior Incompleto,Assalariado,3 a 6 salários mínimos,226.58,Turista fiel premium
Visitar familiares,Casal,Hoteis,2021-10-13,2021-10-15,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1281.77,Turista fiel premium
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2021-01-08,2021-01-12,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,733.35,Casal de fim de semana
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2021-11-03,2021-11-06,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1723.36,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-10,2021-01-17,Ribeirão Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,207.69,Turista econômico
Negócios,Sozinho,Hoteis,2021-03-01,2021-03-04,Curitiba - PR,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,184.84,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-10-01,2021-10-03,Goiânia - GO,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1125.87,Casal de fim de semana
Lazer,Família com crianças,Hoteis,2021-12-15,2021-12-19,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,625.7,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2021-01-27,2021-01-28,Goiânia - GO,Ensino Médio,CLT,6 a 10 salários mínimos,227.64,Turista Corporativo
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2021-01-24,2021-01-30,São Paulo - SP,Ensino Médio,CLT,Mais de 10 salários mínimos,240.54,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-12-29,2022-01-02,São José do Rio Preto - SP,Pós-graduação,Assalariado,3 a 6 salários mínimos,502.58,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-04-29,2021-05-08,São José do Rio Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,176.15,Turista econômico
Visitar familiares,Casal,Hoteis,2021-12-29,2022-01-03,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1005.79,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-12-30,2022-01-06,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,765.47,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-16,2021-12-20,Curitiba - PR,Superior Completo,CLT,3 a 6 salários mínimos,252.19,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-24,2021-12-29,São José do Rio Preto - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,537.03,Familia de parques aquaticos
Eventos,Casal,Conhecer pontos turísticos principais,2021-07-05,2021-07-13,São Paulo - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,147.74,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-07-15,2021-07-21,Campinas - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,547.43,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2021-07-15,2021-07-22,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,579.3,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-17,2021-07-24,Belo Horizonte - MG,Superior Completo,Assalariado,6 a 10 salários mínimos,475.79,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2021-01-06,2021-01-15,Curitiba - PR,Ensino Médio,Estudante,Até 3 salários mínimos,119.32,Turista econômico
Visitar familiares,Grupo de amigos,Hoteis,2021-11-04,2021-11-07,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1684.68,Turista fiel premium
Visitar familiares,Grupo de amigos,Hoteis,2021-10-11,2021-10-15,São José do Rio Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1320.59,Turista fiel premium
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2021-01-17,2021-01-24,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,3 a 6 salários mínimos,1519.39,Turista econômico
Visitar familiares,Casal,Participar de eventos da cidade,2021-12-05,2021-12-11,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1165.95,Turista econômico
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2021-07-11,2021-07-18,Ribeirão Preto - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,745.27,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2021-12-30,2022-01-03,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1195.41,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-07-26,2021-07-30,Curitiba - PR,Superior Completo,Servidor Público,Mais de 10 salários mínimos,541.36,Familia de parques aquaticos
Eventos,Grupo de amigos,Participar de eventos da cidade,2021-08-20,2021-08-27,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,425.87,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2021-12-05,2021-12-11,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,452.35,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2021-07-27,2021-07-28,São Paulo - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,174.43,Turista Corporativo
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2021-04-05,2021-04-06,São Paulo - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,630.47,Casal de fim de semana
Lazer,Grupo de amigos,Parques aquáticos,2021-07-01,2021-07-07,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,458.99,Familia de parques aquaticos
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2021-01-03,2021-01-07,Belo Horizonte - MG,Superior Completo,Assalariado,Mais de 10 salários mínimos,670.46,Familia de parques aquaticos
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2021-05-01,2021-05-04,São José do Rio Preto - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,790.06,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2021-12-26,2022-01-01,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,730.27,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-02-16,2021-02-22,Curitiba - PR,Ensino Médio,CLT,Até 3 salários mínimos,147.84,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2021-06-03,2021-06-08,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,992.38,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-11,2021-01-20,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,101.87,Turista econômico
Eventos,Sozinho,Participar de eventos da cidade,2021-08-19,2021-08-25,Curitiba - PR,Superior Incompleto,Servidor Público,Até 3 salários mínimos,276.43,Turista de Evento
Lazer,Sozinho,Conhecer pontos turísticos principais,2021-12-16,2021-12-20,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,787.73,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-12-31,2022-01-02,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,289.94,Casal de fim de semana
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-12-30,2022-01-01,Curitiba - PR,Ensino Médio,Assalariado,6 a 10 salários mínimos,489.0,Casal de fim de semana
Negócios,Casal,Hoteis,2021-12-14,2021-12-15,Campinas - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,242.8,Turista Corporativo
Visitar familiares,Sozinho,Participar de eventos da cidade,2021-08-19,2021-08-23,Ribeirão Preto - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,262.7,Turista de Evento
Negócios,Sozinho,Hoteis,2021-03-09,2021-03-13,São Paulo - SP,Ensino Médio,CLT,3 a 6 salários mínimos,149.01,Turista Corporativo
Eventos,Família com crianças,Participar de eventos da cidade,2021-08-21,2021-08-28,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,236.03,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2021-06-02,2021-06-09,Belo Horizonte - MG,Ensino Médio,Estudante,6 a 10 salários mínimos,452.81,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2021-04-05,2021-04-07,Curitiba - PR,Ensino Médio,Servidor Público,Até 3 salários mínimos,139.34,Casal de fim de semana
Visitar familiares,Casal,Hoteis,2022-01-01,2022-01-03,Curitiba - PR,Ensino Médio,Servidor Público,Até 3 salários mínimos,207.49,Turista fiel premium
Eventos,Grupo de amigos,Conhecer pontos turísticos principais,2021-01-21,2021-01-28,Ribeirão Preto - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,142.87,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-07-13,2021-07-19,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,635.29,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2021-01-16,2021-01-23,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,204.91,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-28,2021-02-04,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,235.27,Turista econômico
Lazer,Casal,Participar de eventos da cidade,2021-10-11,2021-10-15,São José do Rio Preto - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,733.14,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-05-02,2021-05-05,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,156.31,Casal de fim de semana
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2021-07-04,2021-07-10,Campinas - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,239.86,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-18,2021-12-25,Ribeirão Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,148.34,Turista econômico
Eventos,Família com crianças,Parques aquáticos,2021-12-24,2021-12-31,Belo Horizonte - MG,Superior Incompleto,Assalariado,Até 3 salários mínimos,730.45,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2021-01-28,2021-02-02,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,661.3,Familia de parques aquaticos
Eventos,Família com crianças,Conhecer pontos turísticos principais,2021-08-19,2021-08-24,Ribeirão Preto - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,436.95,Turista de Evento
Negócios,Sozinho,Conhecer pontos turísticos principais,2021-04-26,2021-04-29,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,107.01,Turista Corporativo
Lazer,Sozinho,Hoteis,2021-05-24,2021-05-27,São José do Rio Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,244.23,Turista Corporativo
Lazer,Família com crianças,Conhecer pontos turísticos principais,2021-11-20,2021-11-28,Campinas - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,158.35,Turista econômico
Visitar familiares,Grupo de amigos,Hoteis,2021-12-31,2022-01-03,Ribeirão Preto - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,985.67,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-08-01,2021-08-07,Curitiba - PR,Pós-graduação,Aposentado,6 a 10 salários mínimos,1282.17,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-11-01,2021-11-04,Campinas - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,550.68,Casal de fim de semana
Lazer,Sozinho,Parques aquáticos,2021-12-16,2021-12-22,Curitiba - PR,Superior Completo,Aposentado,6 a 10 salários mínimos,599.81,Familia de parques aquaticos
Lazer,Casal,Conhecer pontos turísticos principais,2021-07-12,2021-07-21,São Paulo - SP,Superior Completo,CLT,Mais de 10 salários mínimos,728.41,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-10-28,2021-11-04,São José do Rio Preto - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,743.52,Familia de parques aquaticos
Negócios,Família com crianças,"Restaurantes, parques, saídas à noite",2021-12-27,2022-01-02,São Paulo - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,142.31,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-07-29,2021-08-07,Curitiba - PR,Ensino Médio,Estudante,3 a 6 salários mínimos,115.13,Turista econômico
Visitar familiares,Sozinho,Hoteis,2021-07-11,2021-07-18,Campinas - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,100.61,Turista econômico
Eventos,Casal,Conhecer pontos turísticos principais,2021-08-20,2021-08-27,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,415.34,Turista de Evento
Lazer,Sozinho,Parques aquáticos,2021-12-05,2021-12-10,Ribeirão Preto - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,675.04,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-11-15,2021-11-18,Curitiba - PR,Superior Completo,Assalariado,Mais de 10 salários mínimos,613.64,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2021-01-25,2021-02-01,Ribeirão Preto - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,687.39,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-14,2021-12-18,Curitiba - PR,Superior Completo,Assalariado,Até 3 salários mínimos,496.34,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2021-07-13,2021-07-19,Curitiba - PR,Superior Completo,CLT,6 a 10 salários mínimos,715.53,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2021-01-26,2021-02-02,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,749.54,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2021-05-14,2021-05-18,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,656.05,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-11,2021-01-18,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,705.57,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2021-07-02,2021-07-09,Goiânia - GO,Ensino Médio,CLT,3 a 6 salários mínimos,204.05,Turista econômico
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2021-11-13,2021-11-17,Belo Horizonte - MG,Superior Completo,Estudante,6 a 10 salários mínimos,738.29,Casal de fim de semana
Visitar familiares,Família com crianças,Participar de eventos da cidade,2021-01-12,2021-01-21,Campinas - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,178.99,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-19,2021-12-27,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,195.87,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2021-01-01,2021-01-04,Belo Horizonte - MG,Pós-graduação,CLT,3 a 6 salários mínimos,1101.17,Turista fiel premium
Eventos,Sozinho,Participar de eventos da cidade,2021-08-18,2021-08-25,Goiânia - GO,Ensino Médio,Assalariado,Até 3 salários mínimos,312.44,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2021-12-22,2021-12-28,Ribeirão Preto - SP,Pós-graduação,Assalariado,3 a 6 salários mínimos,429.87,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-21,2021-01-28,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,732.09,Familia de parques aquaticos
Visitar familiares,Sozinho,"Restaurantes, parques, saídas à noite",2021-07-13,2021-07-21,São Paulo - SP,Pós-graduação,Aposentado,Até 3 salários mínimos,163.0,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-12-30,2022-01-03,Goiânia - GO,Pós-graduação,Aposentado,6 a 10 salários mínimos,793.6,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2021-12-19,2021-12-25,Curitiba - PR,Pós-graduação,CLT,6 a 10 salários mínimos,642.07,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-19,2021-07-23,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,1860.68,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2021-10-05,2021-10-09,Campinas - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,233.29,Turista Corporativo
Visitar familiares,Sozinho,Hoteis,2021-09-27,2021-09-28,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1854.23,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-10-12,2021-10-18,Campinas - SP,Superior Completo,Estudante,6 a 10 salários mínimos,662.98,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-31,2022-01-04,Ribeirão Preto - SP,Superior Completo,CLT,3 a 6 salários mínimos,589.51,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2021-12-18,2021-12-22,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,648.48,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-01,2021-12-10,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,214.06,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-07-08,2021-07-13,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,697.25,Familia de parques aquaticos
Negócios,Família com crianças,Conhecer pontos turísticos principais,2021-01-17,2021-01-26,São Paulo - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,406.59,Turista econômico
Lazer,Sozinho,Hoteis,2021-12-03,2021-12-05,Goiânia - GO,Superior Incompleto,Aposentado,Até 3 salários mínimos,149.39,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-04-26,2021-04-29,São José do Rio Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,142.02,Turista Corporativo
Lazer,Casal,Hoteis,2021-11-30,2021-12-04,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,777.67,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-20,2021-12-24,Ribeirão Preto - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,653.97,Familia de parques aquaticos
Visitar familiares,Casal,Participar de eventos da cidade,2021-11-15,2021-11-19,São Paulo - SP,Superior Completo,Estudante,Mais de 10 salários mínimos,542.19,Casal de fim de semana
Eventos,Família com crianças,Participar de eventos da cidade,2021-01-12,2021-01-16,Goiânia - GO,Superior Incompleto,Estudante,3 a 6 salários mínimos,437.53,Turista de Evento
Negócios,Sozinho,Conhecer pontos turísticos principais,2021-03-24,2021-03-26,Goiânia - GO,Pós-graduação,CLT,Até 3 salários mínimos,135.03,Turista Corporativo
Negócios,Sozinho,Hoteis,2021-06-07,2021-06-09,Belo Horizonte - MG,Ensino Médio,Assalariado,3 a 6 salários mínimos,1072.12,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-07-13,2021-07-17,Belo Horizonte - MG,Pós-graduação,Assalariado,6 a 10 salários mínimos,1892.46,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-21,2021-07-25,Ribeirão Preto - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,620.47,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-10-31,2021-11-04,Curitiba - PR,Superior Completo,CLT,6 a 10 salários mínimos,475.13,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-10-15,2021-10-22,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,221.63,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-30,2021-02-05,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,334.95,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2022-01-01,2022-01-06,Campinas - SP,Pós-graduação,Assalariado,Mais de 10 salários mínimos,947.74,Turista fiel premium
Saúde/Bem-estar,Casal,Conhecer pontos turísticos principais,2021-12-29,2021-12-31,São Paulo - SP,Superior Completo,Estudante,3 a 6 salários mínimos,743.4,Casal de fim de semana
Visitar familiares,Grupo de amigos,Hoteis,2021-10-11,2021-10-16,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,1540.64,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-04-04,2021-04-09,São Paulo - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,750.42,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2021-07-08,2021-07-15,Goiânia - GO,Superior Completo,Assalariado,Até 3 salários mínimos,582.86,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-06,2021-01-15,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,156.34,Turista econômico
Eventos,Grupo de amigos,Conhecer pontos turísticos principais,2021-04-04,2021-04-07,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,705.01,Casal de fim de semana
Lazer,Sozinho,Parques aquáticos,2021-07-18,2021-07-23,São Paulo - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,555.24,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-07,2021-07-12,São José do Rio Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,490.06,Familia de parques aquaticos
