Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Eventos,Família com crianças,Restaurantes,2025-10-16,2025-10-22,São Paulo - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,725.38,Familia de parques aquaticos
Lazer,Casal,Parques Aquáticos,2025-05-02,2025-05-05,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,630.87,Casal de fim de semana
Lazer,Sozinho,Pontos Culturais,2025-04-06,2025-04-08,Belo Horizonte - MG,Superior Completo,Servidor Público,Mais de 10 salários mínimos,559.62,Casal de fim de semana
Visitar familiares,Família com crianças,Pontos Turisticos,2025-01-23,2025-02-01,Curitiba - PR,Ensino Médio,Servidor Público,3 a 6 salários mínimos,448.54,Turista econômico
Lazer,Grupo de amigos,Parques Aquáticos,2025-01-09,2025-01-14,Goiânia - GO,Superior Completo,Assalariado,6 a 10 salários mínimos,682.95,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-01,2025-12-08,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,154.03,Turista econômico
Negócios,Sozinho,Hoteis,2025-04-20,2025-04-24,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,243.59,Turista Corporativo
Eventos,Sozinho,Parques Aquáticos,2025-08-20,2025-08-27,Belo Horizonte - MG,Superior Completo,Servidor Público,Mais de 10 salários mínimos,280.45,Turista de Evento
Visitar familiares,Família com crianças,Pontos Turisticos,2025-01-16,2025-01-25,Curitiba - PR,Ensino Médio,CLT,Até 3 salários mínimos,199.57,Turista econômico
Lazer,Família com crianças,Pontos Turisticos,2025-07-19,2025-07-26,São Paulo - SP,Pós-graduação,Aposentado,Mais de 10 salários mínimos,1316.51,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Turisticos,2025-01-01,2025-01-10,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,188.12,Turista econômico
Lazer,Família com crianças,Pontos Culturais,2025-02-17,2025-02-23,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,451.72,Familia de parques aquaticos
Lazer,Grupo de amigos,Pontos Turisticos,2025-07-23,2025-07-28,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,494.15,Familia de parques aquaticos
Visitar familiares,Casal,Restaurantes,2025-12-27,2026-01-02,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,212.48,Turista econômico
Visitar familiares,Família com crianças,Pontos Turisticos,2025-11-16,2025-11-22,Goiânia - GO,Ensino Médio,Estudante,Até 3 salários mínimos,113.16,Turista econômico
Lazer,Família com crianças,Parques Aquáticos,2025-10-21,2025-10-25,São José do Rio Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,690.31,Familia de parques aquaticos
Lazer,Grupo de amigos,Restaurantes,2025-01-04,2025-01-11,Ribeirão Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,780.38,Familia de parques aquaticos
Eventos,Grupo de amigos,Pontos Turisticos,2025-01-03,2025-01-10,Goiânia - GO,Ensino Médio,Aposentado,6 a 10 salários mínimos,457.35,Turista econômico
Visitar familiares,Família com crianças,Pontos Turisticos,2025-07-27,2025-08-02,Campinas - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,162.02,Turista econômico
Lazer,Sozinho,Hoteis,2025-12-14,2025-12-20,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,136.57,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2025-03-18,2025-03-22,São Paulo - SP,Pós-graduação,Estudante,3 a 6 salários mínimos,432.3,Turista Corporativo
Lazer,Família com crianças,Pontos Turisticos,2025-01-06,2025-01-13,Curitiba - PR,Superior Completo,Assalariado,6 a 10 salários mínimos,540.35,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-29,2025-12-31,São Paulo - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,1965.31,Turista fiel premium
Lazer,Família com crianças,Restaurantes,2025-07-20,2025-07-24,Campinas - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,768.45,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2025-02-17,2025-02-26,Goiânia - GO,Superior Incompleto,Aposentado,3 a 6 salários mínimos,1361.55,Turista econômico
Lazer,Família com crianças,Parques Aquáticos,2025-07-01,2025-07-06,Campinas - SP,Superior Completo,CLT,6 a 10 salários mínimos,570.65,Familia de parques aquaticos
Saúde/Bem-estar,Sozinho,Hoteis,2025-10-24,2025-10-27,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,110.12,Turista Corporativo
Visitar familiares,Sozinho,Hoteis,2025-01-07,2025-01-09,Ribeirão Preto - SP,Ensino Médio,Aposentado,Mais de 10 salários mínimos,163.85,Turista Corporativo
Lazer,Grupo de amigos,Parques Aquáticos,2025-04-16,2025-04-21,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,102.16,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques Aquáticos,2025-07-05,2025-07-14,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,236.37,Turista econômico
Negócios,Sozinho,Hoteis,2025-06-30,2025-07-03,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,122.4,Turista Corporativo
Visitar familiares,Família com crianças,Pontos Culturais,2025-10-14,2025-10-23,São Paulo - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,164.48,Turista econômico
Visitar familiares,Casal,Parques Aquáticos,2025-06-04,2025-06-06,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,117.22,Turista fiel premium
Visitar familiares,Família com crianças,Restaurantes,2025-02-18,2025-02-23,São Paulo - SP,Superior Incompleto,Assalariado,3 a 6 salários mínimos,314.45,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Turisticos,2025-01-15,2025-01-23,São Paulo - SP,Superior Completo,Assalariado,Mais de 10 salários mínimos,364.86,Turista econômico
Lazer,Sozinho,Pontos Culturais,2025-09-08,2025-09-12,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,614.94,Casal de fim de semana
Lazer,Família com crianças,Centros de Evento,2025-07-09,2025-07-16,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,202.87,Familia de parques aquaticos
Lazer,Casal,Parques Aquáticos,2025-12-26,2025-12-28,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,655.22,Casal de fim de semana
Saúde/Bem-estar,Sozinho,Hoteis,2025-04-10,2025-04-11,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,124.36,Turista Corporativo
Lazer,Família com crianças,Restaurantes,2025-07-15,2025-07-22,Curitiba - PR,Superior Completo,Aposentado,Mais de 10 salários mínimos,532.25,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques Aquáticos,2025-04-12,2025-04-18,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,115.98,Familia de parques aquaticos
Lazer,Sozinho,Pontos Culturais,2025-07-06,2025-07-13,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,112.37,Familia de parques aquaticos
Negócios,Casal,Pontos Turisticos,2025-09-17,2025-09-18,São Paulo - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,657.55,Casal de fim de semana
Visitar familiares,Família com crianças,Pontos Turisticos,2025-07-31,2025-08-08,Goiânia - GO,Ensino Médio,Servidor Público,6 a 10 salários mínimos,154.67,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-02-15,2025-02-17,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1742.31,Turista fiel premium
Visitar familiares,Grupo de amigos,Pontos Culturais,2025-12-22,2025-12-28,Belo Horizonte - MG,Pós-graduação,Estudante,Até 3 salários mínimos,158.36,Turista econômico
Negócios,Casal,Hoteis,2025-12-04,2025-12-07,São José do Rio Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,721.81,Turista fiel premium
Negócios,Casal,Parques Aquáticos,2025-04-04,2025-04-05,Goiânia - GO,Pós-graduação,Assalariado,6 a 10 salários mínimos,772.24,Casal de fim de semana
Lazer,Família com crianças,Hoteis,2025-12-20,2025-12-25,Curitiba - PR,Superior Completo,Estudante,Mais de 10 salários mínimos,671.69,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Culturais,2025-07-12,2025-07-19,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,210.08,Turista econômico
Negócios,Sozinho,Hoteis,2025-08-28,2025-09-01,Ribeirão Preto - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,107.67,Turista Corporativo
Lazer,Família com crianças,Hoteis,2025-07-27,2025-08-02,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,559.42,Familia de parques aquaticos
Lazer,Casal,Parques Aquáticos,2025-03-29,2025-04-05,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,674.09,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Pontos Culturais,2025-05-13,2025-05-20,São José do Rio Preto - SP,Pós-graduação,Assalariado,Até 3 salários mínimos,197.84,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2026-01-01,2026-01-05,Ribeirão Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1177.07,Turista fiel premium
Negócios,Casal,Hoteis,2025-06-06,2025-06-07,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,243.29,Turista Corporativo
Visitar familiares,Família com crianças,Pontos Culturais,2025-12-18,2025-12-25,São José do Rio Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,103.83,Turista econômico
Visitar familiares,Casal,Hoteis,2025-06-03,2025-06-08,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,3 a 6 salários mínimos,1524.82,Turista fiel premium
Negócios,Sozinho,Pontos Turisticos,2025-12-16,2025-12-20,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,123.79,Turista Corporativo
Lazer,Família com crianças,Hoteis,2025-12-08,2025-12-14,Belo Horizonte - MG,Superior Completo,Estudante,6 a 10 salários mínimos,476.19,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-01-22,2025-01-27,Campinas - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,161.66,Familia de parques aquaticos
Eventos,Família com crianças,Parques de Entretenimento,2025-01-25,2025-01-30,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,362.74,Familia de parques aquaticos
Negócios,Casal,Hoteis,2025-02-24,2025-02-26,Ribeirão Preto - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,122.41,Turista Corporativo
Lazer,Família com crianças,Hoteis,2025-02-17,2025-02-23,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,733.95,Familia de parques aquaticos
Lazer,Casal,Pontos Culturais,2025-07-22,2025-07-28,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,525.74,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-12-24,2025-12-29,Curitiba - PR,Pós-graduação,CLT,Mais de 10 salários mínimos,1665.05,Turista fiel premium
Lazer,Grupo de amigos,Parques Aquáticos,2025-07-31,2025-08-08,Campinas - SP,Superior Incompleto,Aposentado,Até 3 salários mínimos,160.06,Turista econômico
Lazer,Grupo de amigos,Pontos Culturais,2025-04-04,2025-04-07,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,461.61,Casal de fim de semana
Lazer,Família com crianças,Parques de Entretenimento,2025-07-08,2025-07-12,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,505.14,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques Aquáticos,2025-01-22,2025-01-28,Campinas - SP,Superior Incompleto,Assalariado,3 a 6 salários mínimos,494.07,Turista econômico
Lazer,Casal,Parques Aquáticos,2025-07-18,2025-07-25,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,761.73,Familia de parques aquaticos
Negócios,Sozinho,Restaurantes,2025-08-04,2025-08-05,São José do Rio Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,540.54,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-01-10,2025-01-14,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,782.78,Turista Corporativo
Lazer,Família com crianças,Pontos Culturais,2025-07-29,2025-08-04,Campinas - SP,Superior Incompleto,Aposentado,Até 3 salários mínimos,100.54,Familia de parques aquaticos
Lazer,Casal,Pontos Culturais,2025-07-17,2025-07-24,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,983.78,Familia de parques aquaticos
Saúde/Bem-estar,Sozinho,Hoteis,2025-07-13,2025-07-19,São Paulo - SP,Superior Completo,Estudante,3 a 6 salários mínimos,255.37,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Turisticos,2025-02-16,2025-02-22,Campinas - SP,Ensino Médio,Estudante,Até 3 salários mínimos,244.55,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-01-06,2025-01-14,Ribeirão Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,202.71,Turista econômico
Visitar familiares,Família com crianças,Pontos Turisticos,2025-10-12,2025-10-20,Campinas - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,178.34,Turista econômico
Lazer,Família com crianças,Centros de Evento,2025-01-16,2025-01-23,São Paulo - SP,Superior Completo,CLT,Até 3 salários mínimos,703.59,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Pontos Turisticos,2025-07-05,2025-07-11,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,684.39,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Turisticos,2025-12-01,2025-12-08,Campinas - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,107.21,Turista econômico
Visitar familiares,Família com crianças,Pontos Turisticos,2025-02-16,2025-02-25,Campinas - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,193.66,Turista econômico
Negócios,Sozinho,Hoteis,2025-08-20,2025-08-23,Ribeirão Preto - SP,Ensino Médio,Estudante,Até 3 salários mínimos,214.01,Turista Corporativo
Visitar familiares,Família com crianças,Restaurantes,2025-01-12,2025-01-19,São Paulo - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,105.9,Turista econômico
Eventos,Grupo de amigos,Pontos Turisticos,2025-08-05,2025-08-12,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,720.01,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2025-02-17,2025-02-21,Ribeirão Preto - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,198.59,Turista Corporativo
Lazer,Família com crianças,Hoteis,2025-01-27,2025-02-02,Campinas - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,509.82,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-01-08,2025-01-14,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,604.48,Familia de parques aquaticos
Eventos,Sozinho,Pontos Turisticos,2025-10-01,2025-10-07,Curitiba - PR,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,334.86,Turista de Evento
Visitar familiares,Casal,Hoteis,2025-06-03,2025-06-05,Ribeirão Preto - SP,Pós-graduação,Aposentado,Mais de 10 salários mínimos,1344.75,Turista fiel premium
Lazer,Sozinho,Restaurantes,2025-05-16,2025-05-18,São Paulo - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,788.73,Casal de fim de semana
Lazer,Família com crianças,Pontos Culturais,2025-09-05,2025-09-09,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,499.32,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-01-08,2025-01-15,Campinas - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1378.13,Familia de parques aquaticos
Lazer,Casal,Parques de Entretenimento,2025-06-04,2025-06-10,Belo Horizonte - MG,Superior Completo,Aposentado,6 a 10 salários mínimos,667.52,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-09-26,2025-10-01,Belo Horizonte - MG,Pós-graduação,Servidor Público,6 a 10 salários mínimos,1196.77,Turista fiel premium
Eventos,Casal,Centros de Evento,2025-03-11,2025-03-16,Ribeirão Preto - SP,Superior Incompleto,CLT,Até 3 salários mínimos,428.1,Turista de Evento
Negócios,Grupo de amigos,Centros de Evento,2025-05-08,2025-05-09,Goiânia - GO,Ensino Médio,Aposentado,6 a 10 salários mínimos,226.04,Turista Corporativo
Visitar familiares,Sozinho,Hoteis,2025-12-31,2026-01-05,São Paulo - SP,Pós-graduação,Aposentado,Mais de 10 salários mínimos,1282.48,Turista fiel premium
Eventos,Casal,Parques Aquáticos,2025-08-20,2025-08-25,Curitiba - PR,Superior Incompleto,CLT,3 a 6 salários mínimos,257.02,Turista de Evento
Lazer,Família com crianças,Hoteis,2025-12-23,2025-12-30,Campinas - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,332.77,Familia de parques aquaticos
Visitar familiares,Família com crianças,Restaurantes,2025-01-23,2025-01-27,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,746.6,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Turisticos,2025-12-11,2025-12-20,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,153.05,Turista econômico
Visitar familiares,Família com crianças,Parques de Entretenimento,2025-12-30,2026-01-06,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,464.53,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques Aquáticos,2025-01-23,2025-01-31,Ribeirão Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,105.4,Turista econômico
Lazer,Família com crianças,Centros de Evento,2025-12-28,2026-01-02,Curitiba - PR,Pós-graduação,Estudante,Até 3 salários mínimos,505.77,Familia de parques aquaticos
Lazer,Família com crianças,Centros de Evento,2025-07-05,2025-07-12,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1642.91,Familia de parques aquaticos
Lazer,Família com crianças,Restaurantes,2025-09-05,2025-09-12,Goiânia - GO,Ensino Médio,Aposentado,6 a 10 salários mínimos,740.91,Familia de parques aquaticos
Lazer,Família com crianças,Parques de Entretenimento,2025-12-25,2025-12-31,Ribeirão Preto - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,569.74,Familia de parques aquaticos
Lazer,Casal,Parques de Entretenimento,2025-07-23,2025-07-30,Ribeirão Preto - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,779.53,Familia de parques aquaticos
Lazer,Grupo de amigos,Pontos Culturais,2025-06-09,2025-06-14,São Paulo - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,464.62,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Turisticos,2025-07-15,2025-07-24,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,143.98,Turista econômico
Lazer,Família com crianças,Centros de Evento,2025-07-08,2025-07-15,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,795.27,Familia de parques aquaticos
Eventos,Família com crianças,Hoteis,2025-01-06,2025-01-11,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,474.69,Familia de parques aquaticos
Negócios,Família com crianças,Restaurantes,2025-12-08,2025-12-14,Curitiba - PR,Pós-graduação,CLT,Mais de 10 salários mínimos,1499.22,Familia de parques aquaticos
Lazer,Casal,Parques Aquáticos,2025-04-03,2025-04-05,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,535.73,Casal de fim de semana
Visitar familiares,Família com crianças,Pontos Culturais,2025-01-20,2025-01-24,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,760.67,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Culturais,2025-01-13,2025-01-22,Goiânia - GO,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,195.38,Turista econômico
Eventos,Família com crianças,Pontos Culturais,2025-08-20,2025-08-26,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1208.75,Turista de Evento
Negócios,Família com crianças,Hoteis,2025-07-03,2025-07-10,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,352.79,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2025-12-31,2026-01-03,São José do Rio Preto - SP,Pós-graduação,Assalariado,Mais de 10 salários mínimos,874.04,Turista fiel premium
Lazer,Família com crianças,Parques Aquáticos,2025-11-09,2025-11-14,São Paulo - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,416.45,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-09-07,2025-09-11,Curitiba - PR,Superior Incompleto,CLT,6 a 10 salários mínimos,629.51,Casal de fim de semana
Visitar familiares,Sozinho,Parques Aquáticos,2025-03-28,2025-04-05,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,550.01,Turista econômico
Lazer,Família com crianças,Restaurantes,2025-01-23,2025-01-27,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,765.41,Familia de parques aquaticos
Visitar familiares,Casal,Restaurantes,2025-09-02,2025-09-06,São Paulo - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,410.1,Turista fiel premium
Lazer,Casal,Centros de Evento,2025-04-21,2025-04-23,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,625.82,Casal de fim de semana
Visitar familiares,Grupo de amigos,Hoteis,2025-06-03,2025-06-07,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,3 a 6 salários mínimos,939.17,Turista fiel premium
Visitar familiares,Família com crianças,Centros de Evento,2025-01-28,2025-02-05,São José do Rio Preto - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,124.41,Turista econômico
Lazer,Família com crianças,Parques Aquáticos,2025-01-04,2025-01-08,Ribeirão Preto - SP,Superior Incompleto,CLT,Até 3 salários mínimos,754.1,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Hoteis,2025-12-08,2025-12-15,Curitiba - PR,Pós-graduação,Assalariado,6 a 10 salários mínimos,669.11,Familia de parques aquaticos
Saúde/Bem-estar,Sozinho,Parques de Entretenimento,2025-04-22,2025-04-28,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,3 a 6 salários mínimos,233.18,Turista econômico
Lazer,Família com crianças,Restaurantes,2025-05-08,2025-05-14,Campinas - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1116.2,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Turisticos,2025-01-23,2025-01-28,Belo Horizonte - MG,Superior Incompleto,Assalariado,6 a 10 salários mínimos,750.88,Familia de parques aquaticos
Lazer,Sozinho,Hoteis,2025-09-15,2025-09-19,São Paulo - SP,Pós-graduação,Assalariado,3 a 6 salários mínimos,444.48,Familia de parques aquaticos
Saúde/Bem-estar,Grupo de amigos,Centros de Evento,2025-07-13,2025-07-20,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,159.84,Turista econômico
Lazer,Sozinho,Parques Aquáticos,2025-01-23,2025-01-28,Campinas - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,1097.38,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-02-03,2025-02-09,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,645.8,Familia de parques aquaticos
Visitar familiares,Sozinho,Pontos Turisticos,2025-12-18,2025-12-25,Goiânia - GO,Ensino Médio,Estudante,Até 3 salários mínimos,197.66,Turista econômico
Lazer,Sozinho,Parques Aquáticos,2025-07-22,2025-07-28,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,568.18,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-06-04,2025-06-07,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1082.25,Turista fiel premium
Visitar familiares,Sozinho,Parques de Entretenimento,2025-09-30,2025-10-04,São José do Rio Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,204.23,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Turisticos,2025-05-17,2025-05-21,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,621.88,Familia de parques aquaticos
Negócios,Família com crianças,Pontos Culturais,2025-01-17,2025-01-23,Goiânia - GO,Ensino Médio,Servidor Público,3 a 6 salários mínimos,115.52,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-12-03,2025-12-10,Belo Horizonte - MG,Pós-graduação,Aposentado,6 a 10 salários mínimos,491.39,Familia de parques aquaticos
Lazer,Casal,Pontos Culturais,2025-05-01,2025-05-04,São José do Rio Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,572.72,Casal de fim de semana
Lazer,Grupo de amigos,Centros de Evento,2025-04-29,2025-05-06,Belo Horizonte - MG,Superior Incompleto,Assalariado,6 a 10 salários mínimos,796.02,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-07-26,2025-08-02,Ribeirão Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,134.63,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-26,2025-12-30,Goiânia - GO,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1628.56,Turista fiel premium
Visitar familiares,Família com crianças,Hoteis,2025-12-31,2026-01-08,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,376.2,Turista econômico
Visitar familiares,Família com crianças,Pontos Turisticos,2025-01-17,2025-01-23,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,161.78,Turista econômico
Lazer,Família com crianças,Pontos Culturais,2025-12-16,2025-12-23,São José do Rio Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,203.65,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-05-12,2025-05-15,Belo Horizonte - MG,Ensino Médio,Assalariado,Até 3 salários mínimos,158.08,Turista Corporativo
Visitar familiares,Família com crianças,Centros de Evento,2025-01-11,2025-01-18,Goiânia - GO,Pós-graduação,Assalariado,Até 3 salários mínimos,245.08,Turista econômico
Visitar familiares,Família com crianças,Pontos Culturais,2025-07-10,2025-07-18,Goiânia - GO,Superior Completo,Estudante,Até 3 salários mínimos,135.14,Turista econômico
Lazer,Família com crianças,Pontos Turisticos,2025-07-22,2025-07-26,São Paulo - SP,Pós-graduação,Assalariado,Até 3 salários mínimos,166.74,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-05-03,2025-05-04,São Paulo - SP,Pós-graduação,Servidor Público,3 a 6 salários mínimos,424.79,Turista Corporativo
Negócios,Casal,Pontos Culturais,2025-05-06,2025-05-09,Belo Horizonte - MG,Pós-graduação,CLT,6 a 10 salários mínimos,720.85,Casal de fim de semana
