Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-20,2025-01-28,Belo Horizonte - MG,Ensino Médio,Aposentado,Até 3 salários mínimos,185.32,Turista econômico
Visitar familiares,Casal,"Restaurantes, parques, saídas à noite",2025-09-08,2025-09-09,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,791.01,Casal de fim de semana
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-12-29,2025-12-31,Goiânia - GO,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,770.15,Casal de fim de semana
Visitar familiares,Casal,Hoteis,2025-12-25,2025-12-30,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1715.35,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-07-17,2025-07-21,Campinas - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,627.72,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-01,2025-01-08,Ribeirão Preto - SP,Superior Completo,Aposentado,Até 3 salários mínimos,245.57,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-12-31,2026-01-04,Curitiba - PR,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,688.78,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-01,2025-01-06,Goiânia - GO,Pós-graduação,Estudante,Até 3 salários mínimos,566.71,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-01-20,2025-01-24,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,618.14,Familia de parques aquaticos
Lazer,Casal,Conhecer pontos turísticos principais,2025-01-09,2025-01-15,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,723.31,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-03,2025-12-08,Campinas - SP,Superior Completo,Estudante,6 a 10 salários mínimos,549.91,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-01-19,2025-01-23,Ribeirão Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,539.84,Familia de parques aquaticos
Eventos,Grupo de amigos,Parques aquáticos,2025-01-11,2025-01-17,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,476.59,Familia de parques aquaticos
Eventos,Sozinho,Parques aquáticos,2025-12-07,2025-12-12,Curitiba - PR,Superior Completo,Assalariado,6 a 10 salários mínimos,453.51,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-05-12,2025-05-13,Belo Horizonte - MG,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,368.48,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-12-13,2025-12-19,Belo Horizonte - MG,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1369.72,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-11-02,2025-11-03,São José do Rio Preto - SP,Superior Completo,Aposentado,Até 3 salários mínimos,158.34,Casal de fim de semana
Visitar familiares,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-12-26,2025-12-29,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,473.27,Turista fiel premium
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-01-07,2025-01-12,São Paulo - SP,Superior Completo,CLT,3 a 6 salários mínimos,531.03,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-09-12,2025-09-19,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,613.85,Familia de parques aquaticos
Eventos,Casal,Participar de eventos da cidade,2025-01-15,2025-01-21,Campinas - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,428.92,Turista de Evento
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-12-08,2025-12-15,Campinas - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,219.02,Turista econômico
Negócios,Sozinho,Hoteis,2025-07-08,2025-07-10,Ribeirão Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,128.88,Turista Corporativo
Lazer,Casal,Hoteis,2025-07-26,2025-07-31,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1012.62,Familia de parques aquaticos
Lazer,Casal,Hoteis,2025-05-02,2025-05-05,Campinas - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,743.37,Casal de fim de semana
Lazer,Sozinho,Hoteis,2025-04-21,2025-04-23,Campinas - SP,Superior Completo,CLT,6 a 10 salários mínimos,700.58,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-15,2025-01-21,Curitiba - PR,Pós-graduação,CLT,Até 3 salários mínimos,107.97,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-03-08,2025-03-13,Campinas - SP,Ensino Médio,Estudante,Até 3 salários mínimos,744.38,Familia de parques aquaticos
Negócios,Sozinho,Conhecer pontos turísticos principais,2025-12-12,2025-12-13,Ribeirão Preto - SP,Ensino Médio,Estudante,Até 3 salários mínimos,178.82,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-04-22,2025-04-24,Belo Horizonte - MG,Pós-graduação,CLT,6 a 10 salários mínimos,565.52,Casal de fim de semana
Lazer,Casal,Participar de eventos da cidade,2025-12-25,2025-12-31,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,651.27,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-09,2025-12-16,Curitiba - PR,Superior Completo,Aposentado,6 a 10 salários mínimos,483.84,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-12-08,2025-12-09,Belo Horizonte - MG,Pós-graduação,Assalariado,Mais de 10 salários mínimos,1952.52,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-12-20,2025-12-22,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,589.61,Casal de fim de semana
Visitar familiares,Sozinho,Hoteis,2026-01-01,2026-01-05,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1993.54,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-18,2025-01-23,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,451.96,Familia de parques aquaticos
Negócios,Família com crianças,"Restaurantes, parques, saídas à noite",2025-08-15,2025-08-21,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,474.09,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-06-05,2025-06-10,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1390.97,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-29,2025-02-05,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,469.11,Familia de parques aquaticos
Lazer,Casal,Hoteis,2025-09-07,2025-09-11,Ribeirão Preto - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,530.9,Casal de fim de semana
Negócios,Casal,Participar de eventos da cidade,2025-04-16,2025-04-19,São Paulo - SP,Ensino Médio,Estudante,3 a 6 salários mínimos,325.34,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-04-06,2025-04-13,Campinas - SP,Pós-graduação,Estudante,3 a 6 salários mínimos,1590.53,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-07-24,2025-07-25,Curitiba - PR,Pós-graduação,Aposentado,Até 3 salários mínimos,653.77,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-02,2025-01-11,Ribeirão Preto - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,236.58,Turista econômico
Visitar familiares,Sozinho,Parques aquáticos,2025-12-20,2025-12-26,Curitiba - PR,Pós-graduação,CLT,3 a 6 salários mínimos,490.06,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-12-24,2025-12-26,Goiânia - GO,Pós-graduação,Servidor Público,Até 3 salários mínimos,1986.91,Turista fiel premium
Eventos,Sozinho,Participar de eventos da cidade,2025-08-18,2025-08-23,Ribeirão Preto - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,400.54,Turista de Evento
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-12-13,2025-12-19,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,184.77,Turista econômico
Visitar familiares,Sozinho,Hoteis,2025-02-28,2025-03-01,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,232.82,Turista Corporativo
Negócios,Sozinho,Participar de eventos da cidade,2025-02-10,2025-02-11,Curitiba - PR,Ensino Médio,Aposentado,6 a 10 salários mínimos,190.92,Turista Corporativo
Eventos,Família com crianças,Parques aquáticos,2025-04-30,2025-05-04,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,873.65,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-08,2025-12-14,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,178.96,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-08,2025-07-12,São Paulo - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,775.41,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2025-12-23,2025-12-27,Ribeirão Preto - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,1628.71,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-09-30,2025-10-05,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,508.12,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-11-14,2025-11-18,São Paulo - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,677.86,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-17,2025-12-23,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,228.39,Turista econômico
Negócios,Grupo de amigos,Parques aquáticos,2025-07-14,2025-07-21,Belo Horizonte - MG,Superior Incompleto,Assalariado,3 a 6 salários mínimos,381.35,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-26,2025-02-01,São Paulo - SP,Pós-graduação,Estudante,Até 3 salários mínimos,1024.7,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-16,2025-07-22,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,213.55,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-12,2025-12-20,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,147.37,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-05-01,2025-05-03,Ribeirão Preto - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,589.18,Casal de fim de semana
Visitar familiares,Família com crianças,Parques aquáticos,2025-10-16,2025-10-20,Ribeirão Preto - SP,Superior Completo,Assalariado,Até 3 salários mínimos,590.43,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-21,2025-01-26,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,729.38,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-19,2025-01-25,São Paulo - SP,Superior Completo,Aposentado,3 a 6 salários mínimos,250.13,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-01-29,2025-02-02,Belo Horizonte - MG,Pós-graduação,Estudante,Até 3 salários mínimos,768.58,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-01-15,2025-01-23,Curitiba - PR,Ensino Médio,Estudante,Até 3 salários mínimos,135.91,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-02-15,2025-02-19,Campinas - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,328.53,Turista fiel premium
Negócios,Sozinho,Hoteis,2025-07-03,2025-07-05,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,174.17,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-07-21,2025-07-25,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,164.62,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2025-01-22,2025-01-27,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,585.07,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-11,2025-12-17,Curitiba - PR,Ensino Médio,Assalariado,3 a 6 salários mínimos,202.4,Turista econômico
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-01-13,2025-01-18,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,604.81,Familia de parques aquaticos
Negócios,Família com crianças,Hoteis,2025-03-13,2025-03-16,Ribeirão Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,245.46,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-02-18,2025-02-25,Goiânia - GO,Superior Incompleto,CLT,Até 3 salários mínimos,114.84,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-21,2025-07-27,Campinas - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,206.11,Turista econômico
Visitar familiares,Casal,"Restaurantes, parques, saídas à noite",2025-06-06,2025-06-10,Goiânia - GO,Superior Completo,Servidor Público,6 a 10 salários mínimos,571.24,Casal de fim de semana
Lazer,Sozinho,Hoteis,2025-02-17,2025-02-19,São Paulo - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,166.33,Turista Corporativo
Visitar familiares,Família com crianças,Parques aquáticos,2025-06-03,2025-06-05,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1957.31,Turista fiel premium
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-12-30,2026-01-03,São Paulo - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,758.94,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-01-17,2025-01-24,Ribeirão Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,533.14,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2025-07-28,2025-08-04,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,741.94,Familia de parques aquaticos
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2025-03-21,2025-03-24,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,320.05,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-01-25,2025-02-01,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,468.56,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-01,2025-12-06,São José do Rio Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,677.38,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-21,2025-12-28,Ribeirão Preto - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,766.15,Familia de parques aquaticos
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-12-29,2026-01-01,Campinas - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1916.37,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-15,2025-12-21,Belo Horizonte - MG,Ensino Médio,Assalariado,6 a 10 salários mínimos,110.61,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-12-29,2025-12-30,São Paulo - SP,Pós-graduação,Estudante,Até 3 salários mínimos,119.44,Casal de fim de semana
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-04-17,2025-04-23,Campinas - SP,Superior Completo,CLT,Mais de 10 salários mínimos,727.74,Familia de parques aquaticos
Eventos,Sozinho,Conhecer pontos turísticos principais,2025-08-19,2025-08-26,Belo Horizonte - MG,Pós-graduação,Estudante,6 a 10 salários mínimos,1233.9,Turista de Evento
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-07-02,2025-07-09,Belo Horizonte - MG,Superior Completo,Aposentado,6 a 10 salários mínimos,576.39,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-11-09,2025-11-18,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,123.32,Turista econômico
Negócios,Família com crianças,Conhecer pontos turísticos principais,2025-07-24,2025-08-01,Curitiba - PR,Pós-graduação,Assalariado,Até 3 salários mínimos,109.24,Turista econômico
Lazer,Sozinho,Parques aquáticos,2025-01-14,2025-01-20,Curitiba - PR,Ensino Médio,Aposentado,6 a 10 salários mínimos,773.14,Familia de parques aquaticos
Saúde/Bem-estar,Sozinho,Conhecer pontos turísticos principais,2025-12-03,2025-12-10,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1365.53,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-20,2025-07-24,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1626.95,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-07-13,2025-07-19,Belo Horizonte - MG,Superior Completo,Aposentado,6 a 10 salários mínimos,641.29,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-06,2025-07-10,Curitiba - PR,Superior Incompleto,Servidor Público,Até 3 salários mínimos,653.18,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-12-20,2025-12-24,São José do Rio Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,451.14,Casal de fim de semana
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-04-19,2025-04-22,Belo Horizonte - MG,Pós-graduação,Estudante,Até 3 salários mínimos,226.51,Casal de fim de semana
Negócios,Família com crianças,Parques aquáticos,2025-07-26,2025-07-30,São José do Rio Preto - SP,Ensino Médio,CLT,3 a 6 salários mínimos,270.61,Familia de parques aquaticos
Eventos,Casal,Hoteis,2025-10-12,2025-10-16,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1515.95,Turista fiel premium
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-07,2025-09-08,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,584.22,Casal de fim de semana
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2025-11-21,2025-11-27,Goiânia - GO,Ensino Médio,Estudante,Até 3 salários mínimos,185.14,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-04-06,2025-04-10,Campinas - SP,Pós-graduação,CLT,6 a 10 salários mínimos,477.98,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-05-01,2025-05-05,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,794.83,Casal de fim de semana
Lazer,Grupo de amigos,Parques aquáticos,2025-01-02,2025-01-09,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,462.37,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-24,2025-07-29,Curitiba - PR,Superior Completo,CLT,6 a 10 salários mínimos,595.76,Familia de parques aquaticos
Lazer,Grupo de amigos,Participar de eventos da cidade,2025-11-01,2025-11-05,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,646.82,Casal de fim de semana
Lazer,Sozinho,Parques aquáticos,2025-12-07,2025-12-14,São José do Rio Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,198.33,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-12,2025-01-18,Belo Horizonte - MG,Superior Completo,Assalariado,3 a 6 salários mínimos,235.4,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-07-30,2025-08-06,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,545.58,Familia de parques aquaticos
Visitar familiares,Casal,"Restaurantes, parques, saídas à noite",2025-04-21,2025-04-25,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,399.18,Casal de fim de semana
Lazer,Casal,Parques aquáticos,2025-09-05,2025-09-09,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,701.36,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-14,2025-07-23,Campinas - SP,Ensino Médio,Estudante,Até 3 salários mínimos,171.45,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-01-04,2025-01-09,Campinas - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,529.57,Familia de parques aquaticos
Eventos,Sozinho,Participar de eventos da cidade,2025-08-21,2025-08-27,Belo Horizonte - MG,Superior Incompleto,Assalariado,Até 3 salários mínimos,338.08,Turista de Evento
Lazer,Sozinho,Parques aquáticos,2025-07-01,2025-07-05,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,476.14,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-10-04,2025-10-10,São Paulo - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,137.37,Turista econômico
Visitar familiares,Sozinho,Hoteis,2025-03-06,2025-03-08,Goiânia - GO,Superior Completo,CLT,3 a 6 salários mínimos,279.91,Turista Corporativo
Visitar familiares,Família com crianças,Hoteis,2025-06-02,2025-06-04,Campinas - SP,Pós-graduação,Assalariado,Até 3 salários mínimos,1741.25,Turista fiel premium
Visitar familiares,Casal,Hoteis,2025-05-28,2025-06-01,Campinas - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,302.14,Turista fiel premium
Eventos,Grupo de amigos,Parques aquáticos,2025-08-21,2025-08-27,São Paulo - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,418.72,Turista de Evento
Lazer,Família com crianças,Hoteis,2025-07-20,2025-07-27,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,747.77,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-06-04,2025-06-09,São Paulo - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,765.87,Familia de parques aquaticos
Eventos,Casal,Hoteis,2025-04-22,2025-04-25,São Paulo - SP,Pós-graduação,Estudante,Até 3 salários mínimos,580.41,Casal de fim de semana
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-12-21,2025-12-28,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,156.67,Turista econômico
Eventos,Sozinho,Parques aquáticos,2025-01-11,2025-01-18,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,765.81,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-19,2025-12-26,Curitiba - PR,Superior Completo,Servidor Público,6 a 10 salários mínimos,540.17,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-01-10,2025-01-15,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,591.54,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-05-05,2025-05-07,Goiânia - GO,Ensino Médio,Aposentado,Até 3 salários mínimos,114.59,Turista Corporativo
Lazer,Família com crianças,Hoteis,2025-02-02,2025-02-08,Goiânia - GO,Superior Completo,Aposentado,6 a 10 salários mínimos,684.43,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-07-10,2025-07-15,Goiânia - GO,Superior Completo,Assalariado,Até 3 salários mínimos,603.04,Familia de parques aquaticos
Lazer,Casal,Participar de eventos da cidade,2025-05-01,2025-05-03,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,483.19,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-01-15,2025-01-19,Curitiba - PR,Superior Completo,CLT,3 a 6 salários mínimos,338.86,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-06,2025-07-15,São Paulo - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,249.08,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-06-03,2025-06-10,Ribeirão Preto - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,662.43,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-14,2025-12-18,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1098.53,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-27,2026-01-03,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1639.55,Turista econômico
Lazer,Casal,Parques aquáticos,2025-01-05,2025-01-10,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,756.24,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-01-21,2025-01-28,São José do Rio Preto - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,337.3,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-22,2025-01-26,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,463.14,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-08,2025-12-17,São Paulo - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,375.07,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-28,2025-08-03,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,631.5,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-07-04,2025-07-08,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,632.19,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-07-09,2025-07-11,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,395.22,Turista Corporativo
Lazer,Sozinho,Parques aquáticos,2025-07-16,2025-07-22,Belo Horizonte - MG,Superior Completo,Assalariado,3 a 6 salários mínimos,742.82,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-29,2025-02-03,Campinas - SP,Superior Completo,Estudante,Até 3 salários mínimos,618.48,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-07,2025-01-12,Goiânia - GO,Superior Completo,Assalariado,6 a 10 salários mínimos,677.35,Familia de parques aquaticos
Visitar familiares,Família com crianças,Participar de eventos da cidade,2025-10-12,2025-10-16,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1187.96,Turista fiel premium
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-04-04,2025-04-07,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,238.06,Casal de fim de semana
Visitar familiares,Sozinho,Hoteis,2025-12-31,2026-01-02,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,151.12,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-14,2025-01-20,Campinas - SP,Superior Completo,CLT,Até 3 salários mínimos,795.83,Familia de parques aquaticos
